family;filename;time;date;Syscall found;EnvVar found;Locale found;Resources found;Registry found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:;Total number of different blocks;Total number of different instr;Number of different block visited;Number of different instruction visited
Unknown;00a1378670c2f0a1cd791864ed705d62;108.50385904312134;2023-12-08 14:57:15;"{""VirtualAlloc"": 1, ""VirtualProtect"": 2}";{};{};{};-1;;{'wintrust.dll', 'shell32.dll', 'comctl32.dll', 'user32.dll', 'gdi32.dll', 'kernel32.dll'};windows;X86;4203766;4194304/4223475;False;;;;16666;29123;0.0;3.0;False;0.0;0.0;82.0;198.0
