family;filename;time;date;Syscall found;EnvVar found;Locale found;Resources found;Registry found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:;Total number of different blocks;Total number of different instr;Number of different block visited;Number of different instruction visited
Unknown;001ed720cf9dc07eae3beb60e37bcb0a;108.7157347202301;2023-12-08 14:53:14;"{""__set_app_type"": 1, ""__p__fmode"": 1, ""__p__commode"": 1, ""_controlfp"": 1, ""_initterm"": 4, ""__getmainargs"": 1, ""??0Init@ios_base@std@@QAE@XZ"": 1, ""_onexit"": 2, ""??0_Winit@std@@QAE@XZ"": 1, ""GetStartupInfoA"": 1, ""GetModuleHandleA"": 2, ""MessageBoxA"": 4, ""CoInitialize"": 2, ""CoCreateGuid"": 2, ""_snprintf"": 2, ""CoUninitialize"": 4, ""GetSystemWindowsDirectoryA"": 4, ""GetModuleFileNameA"": 4, ""RegCreateKeyA"": 4, ""lstrlenA"": 4, ""RegSetValueExA"": 4, ""RegCloseKey"": 4, ""strlen"": 344, ""malloc"": 176, ""fopen"": 172, ""fseek"": 8, ""ftell"": 4, ""fread"": 171, ""close"": 336, ""fclose"": 336, ""fwrite"": 165, ""free"": 165, ""CreateProcessA"": 165}";{};{};{};-1;;{'msvcrt.dll', 'ole32.dll', 'comdlg32.dll', 'user32.dll', 'advapi32.dll', 'msvcp60.dll', 'mfc42.dll', 'kernel32.dll'};windows;X86;4204148;4194304/4254815;False;;;;5398;16759;0.0;2096.0;False;457.0;2049.0;129.0;443.0
