family;filename;time;date;Syscall found;EnvVar found;Locale found;Resources found;Registry found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:;Total number of different blocks;Total number of different instr;Number of different block visited;Number of different instruction visited
Unknown;00f5517ebb22786c018b45beb72ad098;62.573065757751465;2023-12-08 15:03:27;"{""IsDebuggerPresent"": 1, ""FindWindowA"": 1, ""memset"": 40, ""LoadLibraryA"": 202, ""CreateToolhelp32Snapshot"": 40, ""GetModuleFileNameA"": 404, ""Process32First"": 40, ""StrStrIA"": 40, ""strstr"": 202, ""Process32Next"": 40, ""GetHandleInformation"": 80, ""ExitProcess"": 202, ""CloseHandle"": 80, ""PathFileExistsA"": 81}";{};{};{};-1;;{'msvcrt.dll', 'shell32.dll', 'shlwapi.dll', 'ntdll.dll', 'kernel32.dll', 'user32.dll', 'advapi32.dll', 'ole32.dll', 'oleaut32.dll'};windows;X86;4205424;4194304/4581787;False;;;;3500;15313;0.0;1453.0;True;1029.0;3871.0;57.0;195.0
