filename,time,date,Syscall found,Address found,Libraries,OS,CPU architecture,Entry point,Min/Max addresses,Stack executable,Binary position-independent,Number Address found,Number Syscall found,Binary position-independent:
00c635478393aafb5c2d97b4a00c6930,119.25288558006288,2023-01-03 12:12:52,"{'GetStartupInfoW': 2, 'GetProcessHeap': 1, 'GetModuleHandleW': 1, 'GetProcAddress': 29, 'InitializeCriticalSectionAndSpinCount': 26, 'FlsAlloc': 1, 'HeapAlloc': 17, 'FlsSetValue': 1, 'EnterCriticalSection': 4, 'InterlockedIncrement': 3, 'LeaveCriticalSection': 8, 'GetCurrentThreadId': 1, 'GetStdHandle': 10, 'GetFileType': 7, 'GetCommandLineW': 5, 'GetEnvironmentStringsW': 5, 'FreeEnvironmentStringsW': 3, 'GetModuleFileNameW': 3, 'HeapFree': 1}",,"{'user32.dll', 'psapi.dll', 'uxtheme.dll', 'comctl32.dll', 'wininet.dll', 'gdi32.dll', 'userenv.dll', 'iphlpapi.dll', 'version.dll', 'mpr.dll', 'comdlg32.dll', 'oleaut32.dll', 'advapi32.dll', 'wsock32.dll', 'ole32.dll', 'kernel32.dll', 'winmm.dll', 'shell32.dll'}",windows,X86,4349812,4194304/5383283,False,,0.0,19.0,True
00b555420ea9cbe6aec65e02f23d5316,219.60123348236084,2023-01-03 12:14:33,"{'GetStartupInfoW': 2, 'GetProcessHeap': 1, 'EncodePointer': 2, 'GetModuleHandleW': 1, 'GetProcAddress': 33, 'InitializeCriticalSectionEx': 25, 'FlsAlloc': 1, 'HeapAlloc': 17, 'FlsSetValue': 1, 'EnterCriticalSection': 4, 'LeaveCriticalSection': 8, 'GetCurrentThreadId': 1, 'GetStdHandle': 10, 'GetFileType': 8, 'GetCommandLineW': 5, 'GetEnvironmentStringsW': 5, 'FreeEnvironmentStringsW': 3, 'GetModuleFileNameW': 3}",,"{'user32.dll', 'psapi.dll', 'uxtheme.dll', 'comctl32.dll', 'wininet.dll', 'gdi32.dll', 'userenv.dll', 'iphlpapi.dll', 'version.dll', 'mpr.dll', 'comdlg32.dll', 'oleaut32.dll', 'advapi32.dll', 'wsock32.dll', 'ole32.dll', 'kernel32.dll', 'winmm.dll', 'shell32.dll'}",windows,X86,4358154,4194304/7250227,False,,0.0,18.0,True
00a5631d47b793107aa88c7bbf2a834c,319.818473815918,2023-01-03 12:16:13,"{'GetStartupInfoW': 2, 'GetProcessHeap': 1, 'EncodePointer': 2, 'GetModuleHandleW': 1, 'GetProcAddress': 33, 'InitializeCriticalSectionEx': 25, 'FlsAlloc': 1, 'HeapAlloc': 17, 'FlsSetValue': 1, 'EnterCriticalSection': 4, 'LeaveCriticalSection': 8, 'GetCurrentThreadId': 1, 'GetStdHandle': 10, 'GetFileType': 8, 'GetCommandLineW': 5, 'GetEnvironmentStringsW': 5, 'FreeEnvironmentStringsW': 3, 'GetModuleFileNameW': 3, 'HeapFree': 1}",,"{'user32.dll', 'psapi.dll', 'uxtheme.dll', 'comctl32.dll', 'wininet.dll', 'gdi32.dll', 'userenv.dll', 'iphlpapi.dll', 'version.dll', 'mpr.dll', 'comdlg32.dll', 'oleaut32.dll', 'advapi32.dll', 'wsock32.dll', 'ole32.dll', 'kernel32.dll', 'winmm.dll', 'shell32.dll'}",windows,X86,4358154,4194304/7250227,False,,0.0,19.0,True
00a488dcf01ac8bfb5c335c05e78d7fb,420.9567565917969,2023-01-03 12:17:54,"{'GetStartupInfoW': 2, 'GetProcessHeap': 1, 'EncodePointer': 2, 'GetModuleHandleW': 1, 'GetProcAddress': 33, 'InitializeCriticalSectionEx': 25, 'FlsAlloc': 1, 'HeapAlloc': 17, 'FlsSetValue': 1, 'EnterCriticalSection': 4, 'LeaveCriticalSection': 8, 'GetCurrentThreadId': 1, 'GetStdHandle': 10, 'GetFileType': 8, 'GetCommandLineW': 5, 'GetEnvironmentStringsW': 5, 'FreeEnvironmentStringsW': 3, 'GetModuleFileNameW': 3, 'HeapFree': 1}",,"{'user32.dll', 'psapi.dll', 'uxtheme.dll', 'comctl32.dll', 'wininet.dll', 'gdi32.dll', 'userenv.dll', 'iphlpapi.dll', 'version.dll', 'mpr.dll', 'comdlg32.dll', 'oleaut32.dll', 'advapi32.dll', 'wsock32.dll', 'ole32.dll', 'kernel32.dll', 'winmm.dll', 'shell32.dll'}",windows,X86,4358154,4194304/7250227,False,,0.0,19.0,True
00c980eb82edcd483fbff4b34b48f9e4,521.7469048500061,2023-01-03 12:19:35,"{'GetStartupInfoW': 2, 'GetProcessHeap': 1, 'EncodePointer': 2, 'GetModuleHandleW': 1, 'GetProcAddress': 33, 'InitializeCriticalSectionEx': 25, 'FlsAlloc': 1, 'HeapAlloc': 17, 'FlsSetValue': 1, 'EnterCriticalSection': 4, 'LeaveCriticalSection': 8, 'GetCurrentThreadId': 1, 'GetStdHandle': 10, 'GetFileType': 8, 'GetCommandLineW': 5, 'GetEnvironmentStringsW': 5, 'FreeEnvironmentStringsW': 3, 'GetModuleFileNameW': 3}",,"{'user32.dll', 'psapi.dll', 'uxtheme.dll', 'comctl32.dll', 'wininet.dll', 'gdi32.dll', 'userenv.dll', 'iphlpapi.dll', 'version.dll', 'mpr.dll', 'comdlg32.dll', 'oleaut32.dll', 'advapi32.dll', 'wsock32.dll', 'ole32.dll', 'kernel32.dll', 'winmm.dll', 'shell32.dll'}",windows,X86,4358154,4194304/5394739,False,,0.0,18.0,True
