family;filename;time;date;Syscall found;EnvVar found;Locale found;Resources found;Registry found;Address found;Libraries;OS;CPU architecture;Entry point;Min/Max addresses;Stack executable;Binary position-independent;Total number of blocks;Total number of instr;Number of blocks visited;Number of instr visited;Number Address found;Number Syscall found;Binary position-independent:;Total number of different blocks;Total number of different instr;Number of different block visited;Number of different instruction visited
Unknown;001ed720cf9dc07eae3beb60e37bcb0a;106.06332874298096;2023-12-08 14:51:09;"{""__set_app_type"": 1, ""__p__fmode"": 1, ""__p__commode"": 1, ""_controlfp"": 1, ""_initterm"": 4, ""__getmainargs"": 1, ""??0Init@ios_base@std@@QAE@XZ"": 1, ""_onexit"": 2, ""??0_Winit@std@@QAE@XZ"": 1, ""GetStartupInfoA"": 1, ""GetModuleHandleA"": 2, ""MessageBoxA"": 4, ""CoInitialize"": 2, ""CoCreateGuid"": 2, ""_snprintf"": 2, ""CoUninitialize"": 4, ""GetSystemWindowsDirectoryA"": 4, ""GetModuleFileNameA"": 4, ""RegCreateKeyA"": 4, ""lstrlenA"": 4, ""RegSetValueExA"": 4, ""RegCloseKey"": 4, ""strlen"": 324, ""malloc"": 166, ""fopen"": 162, ""fseek"": 8, ""ftell"": 4, ""fread"": 161, ""close"": 316, ""fclose"": 316, ""fwrite"": 155, ""free"": 155, ""CreateProcessA"": 155}";{};{};{};-1;;{'kernel32.dll', 'user32.dll', 'comdlg32.dll', 'advapi32.dll', 'ole32.dll', 'mfc42.dll', 'msvcrt.dll', 'msvcp60.dll'};windows;X86;4204148;4194304/4254815;False;;;;5178;15920;0.0;1976.0;False;457.0;2049.0;129.0;443.0
