model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,fold,flag,step_size,m,train_time,test_time
rgin,0.8541009463722398,0.8644016582901236,0.8541009463722398,0.8405688175193807,0.8537990304057581,0.37249500565348365,128,4,0.001,128,fold_0,False,-1,-1,625.480265378952,0.6848809719085693
rgin,0.8296529968454258,0.8238617194300066,0.8296529968454258,0.8183352644141847,0.8286394153658984,0.41137470046428476,128,4,0.001,128,fold_1,False,-1,-1,344.84433937072754,0.6888341903686523
rgin,0.8367507886435331,0.8359158938031909,0.8367507886435331,0.8250011376179527,0.836460362208766,0.39400598406791687,128,4,0.001,128,fold_2,False,-1,-1,646.070549249649,0.6970641613006592
rgin,0.8588328075709779,0.8590192252723875,0.8588328075709779,0.8498072969039028,0.8591030665155774,0.31873132923048003,128,4,0.001,128,fold_3,False,-1,-1,737.9668817520142,0.7062549591064453
rgin,0.8596214511041009,0.8626935890527089,0.8596214511041009,0.8500824891782303,0.8596731040542903,0.3893046122432131,128,4,0.001,64,fold_0,False,-1,-1,289.73339104652405,0.6922619342803955
rgin,0.8422712933753943,0.840294247943476,0.8422712933753943,0.8330374473849675,0.8428329998163486,0.3510629405922694,128,4,0.001,64,fold_1,False,-1,-1,297.10074758529663,0.6807188987731934
rgin,0.831230283911672,0.8579007361115566,0.831230283911672,0.8099910271041829,0.8314894680295074,0.4340277920574044,128,4,0.001,64,fold_2,False,-1,-1,308.63101625442505,0.7007920742034912
rgin,0.8580441640378549,0.8593688845850967,0.8580441640378549,0.8497189951457833,0.8582097290837785,0.31784344227156053,128,4,0.001,64,fold_3,False,-1,-1,700.8683302402496,0.676328182220459
rgin,0.8588328075709779,0.8607882062314548,0.8588328075709779,0.84931848380181,0.8583515653546367,0.38091394878712365,128,4,0.001,32,fold_0,False,-1,-1,434.48456287384033,0.6799407005310059
rgin,0.8477917981072555,0.8489263206423839,0.8477917981072555,0.8390434527711141,0.8483827152241672,0.32999507782023035,128,4,0.001,32,fold_1,False,-1,-1,545.1467447280884,0.7308676242828369
rgin,0.8406940063091483,0.8423701186251343,0.8406940063091483,0.8313531159562917,0.8414943722089059,0.4024672370979839,128,4,0.001,32,fold_2,False,-1,-1,529.8176531791687,0.7238218784332275
rgin,0.8588328075709779,0.859665526667767,0.8588328075709779,0.8501643120922835,0.8591030665155774,0.3213664550886545,128,4,0.001,32,fold_3,False,-1,-1,453.3887016773224,0.7015035152435303
rgin,0.861198738170347,0.8638210467335657,0.861198738170347,0.8523258148952731,0.8617287407253117,0.36460226675501384,128,4,0.001,16,fold_0,False,-1,-1,518.9618320465088,0.7290751934051514
rgin,0.8485804416403786,0.8497390792670054,0.8485804416403786,0.8396159811582475,0.8495282276654229,0.3233865641927117,128,4,0.001,16,fold_1,False,-1,-1,475.5975136756897,0.7370743751525879
rgin,0.8391167192429022,0.8433264680373825,0.8391167192429022,0.8271584006198183,0.8388186275431327,0.40511833906925815,128,4,0.001,16,fold_2,False,-1,-1,579.7944741249084,0.7357120513916016
rgin,0.8580441640378549,0.8607949493609675,0.8580441640378549,0.8478492908430723,0.8589301624965195,0.31487484826274476,128,4,0.001,16,fold_3,False,-1,-1,641.4158351421356,0.7306551933288574
rgin,0.8548895899053628,0.8547338058471147,0.8548895899053628,0.8467550559203284,0.8552641448283035,0.38892153817396435,128,4,0.001,8,fold_0,False,-1,-1,587.7195627689362,0.7336554527282715
rgin,0.8438485804416404,0.8745786735005407,0.8438485804416404,0.8218694029058795,0.8448806647286173,0.34910707462473245,128,4,0.001,8,fold_1,False,-1,-1,620.6580832004547,0.7781498432159424
rgin,0.8406940063091483,0.8458889236636059,0.8406940063091483,0.82796978853732,0.8405360325649798,0.40513872931056216,128,4,0.001,8,fold_2,False,-1,-1,735.164920091629,0.7064270973205566
rgin,0.861198738170347,0.8643439747231871,0.861198738170347,0.852837646394851,0.8620520406183977,0.31229056779894543,128,4,0.001,8,fold_3,False,-1,-1,1297.6781299114227,0.7055752277374268
rgin,0.8588328075709779,0.8614481174395645,0.8588328075709779,0.8504885748103829,0.8590967573240975,0.385532499957912,128,5,0.001,128,fold_0,False,-1,-1,849.5533244609833,0.8592627048492432
rgin,0.8477917981072555,0.8499824900201894,0.8477917981072555,0.839298110620711,0.8484039561717354,0.33753274931140503,128,5,0.001,128,fold_1,False,-1,-1,872.7044026851654,0.849513053894043
rgin,0.8406940063091483,0.840700841579623,0.8406940063091483,0.8331818180472087,0.8412562571278871,0.40670880346268135,128,5,0.001,128,fold_2,False,-1,-1,846.7457501888275,0.8961865901947021
rgin,0.8580441640378549,0.8577014956485672,0.8580441640378549,0.8491431769742742,0.8581040655165764,0.31719146922747793,128,5,0.001,128,fold_3,False,-1,-1,1155.698689699173,0.8574235439300537
rgin,0.8572555205047319,0.8595764235701978,0.8572555205047319,0.8475701066710388,0.8575598327102498,0.39762346921282987,128,5,0.001,64,fold_0,False,-1,-1,803.3431286811829,0.8347690105438232
rgin,0.8446372239747634,0.8449665745801175,0.8446372239747634,0.8358127279364925,0.8450731756751596,0.34713140120641667,128,5,0.001,64,fold_1,False,-1,-1,390.97125267982483,0.8328912258148193
rgin,0.8367507886435331,0.8430628175065449,0.8367507886435331,0.8283247304632146,0.8392178735547762,0.42307001639051767,128,5,0.001,64,fold_2,False,-1,-1,711.8256430625916,0.8511157035827637
rgin,0.8572555205047319,0.8568827175560937,0.8572555205047319,0.8487113506117675,0.8571050645175754,0.3370740783139358,128,5,0.001,64,fold_3,False,-1,-1,445.01944613456726,0.8454067707061768
rgin,0.8596214511041009,0.8629977231485269,0.8596214511041009,0.8525720867659979,0.8597883734003289,0.3845386445898363,128,5,0.001,32,fold_0,False,-1,-1,498.22879433631897,0.8459296226501465
rgin,0.8493690851735016,0.8517187047599956,0.8493690851735016,0.8410649059383282,0.8501426021411506,0.31327012867581583,128,5,0.001,32,fold_1,False,-1,-1,619.4404501914978,0.9198760986328125
rgin,0.8343848580441641,0.8329147631468742,0.8343848580441641,0.8228204588964226,0.8342198842401326,0.4304870808914257,128,5,0.001,32,fold_2,False,-1,-1,407.66747760772705,0.8632831573486328
rgin,0.8580441640378549,0.862102025187169,0.8580441640378549,0.8478588889386267,0.8588457398768857,0.3284683716409966,128,5,0.001,32,fold_3,False,-1,-1,740.9379425048828,0.8510751724243164
rgin,0.8572555205047319,0.8597198003341987,0.8572555205047319,0.8502730005722496,0.8569450628647106,0.4027289372137292,128,5,0.001,16,fold_0,False,-1,-1,710.2597346305847,0.9120309352874756
rgin,0.8485804416403786,0.8591317665169765,0.8485804416403786,0.837064818752279,0.8485234931473978,0.3429379776261206,128,5,0.001,16,fold_1,False,-1,-1,898.4376745223999,0.8512470722198486
rgin,0.8406940063091483,0.8421232190057283,0.8406940063091483,0.8321530708855329,0.8415012511182135,0.39149539224356883,128,5,0.001,16,fold_2,False,-1,-1,843.6207129955292,0.9610209465026855
rgin,0.8596214511041009,0.8607498213813904,0.8596214511041009,0.8506973933722106,0.8601020675145784,0.31629634618007046,128,5,0.001,16,fold_3,False,-1,-1,670.815464258194,0.8771109580993652
rgin,0.8533123028391167,0.8533466929109677,0.8533123028391167,0.8464584503158551,0.8520405686590246,0.3844816028507726,128,5,0.001,8,fold_0,False,-1,-1,703.7175450325012,0.9357748031616211
rgin,0.8493690851735016,0.8508531200787729,0.8493690851735016,0.8408786437717076,0.8501213611935825,0.3227039068843288,128,5,0.001,8,fold_1,False,-1,-1,1018.157265663147,0.8996884822845459
rgin,0.8367507886435331,0.83744243915542,0.8367507886435331,0.828061511508263,0.8371012722599466,0.4040052997953132,128,5,0.001,8,fold_2,False,-1,-1,817.5275237560272,0.932100772857666
rgin,0.8596214511041009,0.8629818775597594,0.8596214511041009,0.8510604027791985,0.8602077310817804,0.317470217070745,128,5,0.001,8,fold_3,False,-1,-1,1128.9109873771667,0.8570268154144287
rgin,0.861198738170347,0.8629347616356753,0.861198738170347,0.8539134788625152,0.8609026437453685,0.38099688183434,128,6,0.001,128,fold_0,False,-1,-1,998.0874400138855,1.0434324741363525
rgin,0.832807570977918,0.8281554163435535,0.832807570977918,0.8196648638628439,0.8312664559877111,0.3822982760633956,128,6,0.001,128,fold_1,False,-1,-1,544.6020314693451,1.0270483493804932
rgin,0.831230283911672,0.8335719948343568,0.831230283911672,0.8164787820851016,0.8316602929200094,0.4214130807374178,128,6,0.001,128,fold_2,False,-1,-1,838.4302170276642,0.9931950569152832
rgin,0.8391167192429022,0.8503623269620214,0.8391167192429022,0.8183519621677565,0.838499470670315,0.38584764748341654,128,6,0.001,128,fold_3,False,-1,-1,511.08036947250366,1.0533411502838135
rgin,0.8572555205047319,0.8599786178892148,0.8572555205047319,0.8495367730353969,0.8571972378741672,0.417345729160008,128,6,0.001,64,fold_0,False,-1,-1,480.13462138175964,0.980168342590332
rgin,0.8430599369085173,0.8708543163072946,0.8430599369085173,0.8210882047400312,0.8438240290565969,0.3375161659642349,128,6,0.001,64,fold_1,False,-1,-1,732.6045472621918,0.9679253101348877
rgin,0.8399053627760252,0.8403868788970755,0.8399053627760252,0.831780566181963,0.8402644371480164,0.4061517572553376,128,6,0.001,64,fold_2,False,-1,-1,916.348650932312,1.0180861949920654
rgin,0.8454258675078864,0.8663633398364622,0.8454258675078864,0.8245675209047366,0.8457358811548926,0.334579047720515,128,6,0.001,64,fold_3,False,-1,-1,554.5831241607666,1.0323796272277832
rgin,0.8580441640378549,0.8611574056579521,0.8580441640378549,0.849248437856167,0.858405141247866,0.3859851104603957,128,6,0.001,32,fold_0,False,-1,-1,684.53368973732,1.0081193447113037
rgin,0.8462145110410094,0.8468218659003827,0.8462145110410094,0.8378708913800877,0.8468402436112731,0.3420764547229189,128,6,0.001,32,fold_1,False,-1,-1,855.386965751648,0.9789466857910156
rgin,0.8367507886435331,0.8355946413774751,0.8367507886435331,0.8272872314740548,0.837711724737201,0.3983526715438825,128,6,0.001,32,fold_2,False,-1,-1,562.0889554023743,0.9777188301086426
rgin,0.8564668769716088,0.8592817993386138,0.8564668769716088,0.843990247574172,0.8560747281623697,0.3172581570005567,128,6,0.001,32,fold_3,False,-1,-1,605.984402179718,1.0084764957427979
rgin,0.8580441640378549,0.8609224205881697,0.8580441640378549,0.8491377365188166,0.8587557988053943,0.388768726624901,128,6,0.001,16,fold_0,False,-1,-1,671.0375425815582,0.9591774940490723
rgin,0.8477917981072555,0.8491600276181088,0.8477917981072555,0.8387269872841603,0.8484660449943561,0.32829399392807895,128,6,0.001,16,fold_1,False,-1,-1,1007.1375768184662,0.984713077545166
rgin,0.8383280757097792,0.8437138413791193,0.8383280757097792,0.8258255238241258,0.8381846461399207,0.3865957611742832,128,6,0.001,16,fold_2,False,-1,-1,825.4124891757965,1.0083777904510498
rgin,0.861198738170347,0.863426527679691,0.861198738170347,0.8540086998926403,0.861829078315262,0.3015339251384374,128,6,0.001,16,fold_3,False,-1,-1,984.9160685539246,1.0387544631958008
rgin,0.8556782334384858,0.8573848027146871,0.8556782334384858,0.8475165925865615,0.8552544457894782,0.420313762189462,128,6,0.001,8,fold_0,False,-1,-1,822.2720446586609,0.9792633056640625
rgin,0.8454258675078864,0.8526676585241311,0.8454258675078864,0.8341437252424017,0.8447868451799805,0.35472769198545523,128,6,0.001,8,fold_1,False,-1,-1,1122.5627901554108,0.9890379905700684
rgin,0.8414826498422713,0.842956965243361,0.8414826498422713,0.8325134783861766,0.8421567755788164,0.3975369189909956,128,6,0.001,8,fold_2,False,-1,-1,986.1863040924072,0.9951460361480713
rgin,0.8564668769716088,0.8608638579469549,0.8564668769716088,0.845405618059735,0.8560266992681871,0.31067674017102936,128,6,0.001,8,fold_3,False,-1,-1,1300.5311822891235,0.9869959354400635
rgin,0.8485804416403786,0.8482400224273368,0.8485804416403786,0.8367330418577391,0.847681969826938,0.44116687379800934,128,7,0.001,128,fold_0,False,-1,-1,618.0500724315643,1.103588581085205
