model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,time
rgin,0.8477917981072555,0.846951728295913,0.8477917981072555,0.8393150733809823,0.8463495866981756,0.47585480643747735,128,4,0.001,64,False,-1,-1,315.4509768486023
rgin,0.8470031545741324,0.8460564265729285,0.8470031545741324,0.8363861721389814,0.8455666690930026,0.44321222467001303,128,4,0.001,32,False,-1,-1,315.7498211860657
rgin,0.8470031545741324,0.8463813262000701,0.8470031545741324,0.8378884015798209,0.846351313978248,0.604667697795182,128,4,0.001,16,False,-1,-1,604.5284004211426
rgin,0.8130914826498423,0.8117211841282258,0.8130914826498423,0.797962890426039,0.8129454927643612,0.5266927067977772,128,4,0.0001,64,False,-1,-1,548.0783469676971
rgin,0.8454258675078864,0.8440296680735065,0.8454258675078864,0.8357907274061092,0.8434077936144857,0.4330087396248658,128,4,0.0001,32,False,-1,-1,886.4764423370361
rgin,0.8564668769716088,0.8586395369919466,0.8564668769716088,0.847002086131917,0.8566664952784507,0.4277818220835003,128,4,0.0001,16,False,-1,-1,1584.6241977214813
rgin,0.8517350157728707,0.8593744012886789,0.8517350157728707,0.8393392259877709,0.8505354903610379,0.4439711674154745,128,5,0.001,64,False,-1,-1,325.46597170829773
rgin,0.8485804416403786,0.8534605290690989,0.8485804416403786,0.8351484566172638,0.8464410038169624,0.47306687264976444,128,5,0.001,32,False,-1,-1,319.7399351596832
rgin,0.8556782334384858,0.8577018682577163,0.8556782334384858,0.8467982576502272,0.8557731578466518,0.4187992045932012,128,5,0.001,16,False,-1,-1,538.1762328147888
rgin,0.8383280757097792,0.8375976138151999,0.8383280757097792,0.8280112446439244,0.8346609878741803,0.49209400912752665,128,5,0.0001,64,False,-1,-1,664.0955729484558
rgin,0.8422712933753943,0.8428160578286178,0.8422712933753943,0.8302264808439928,0.8397112027824983,0.4681952198033077,128,5,0.0001,32,False,-1,-1,774.5421268939972
rgin,0.8477917981072555,0.8554148984258918,0.8477917981072555,0.833488987381709,0.8464650648940478,0.44674373274721935,128,5,0.0001,16,False,-1,-1,1175.7782731056213
rgin,0.8541009463722398,0.854983727906404,0.8541009463722398,0.8436865187354725,0.8538712136370153,0.46332167648366573,128,6,0.001,64,False,-1,-1,445.38180327415466
rgin,0.8493690851735016,0.8523711649435054,0.8493690851735016,0.8343070672779359,0.848258920776776,0.41531107666364603,128,6,0.001,32,False,-1,-1,479.60029649734497
rgin,0.8548895899053628,0.8549415969819678,0.8548895899053628,0.8464568597597427,0.8552500848998655,0.4319472243357156,128,6,0.001,16,False,-1,-1,679.1110603809357
rgin,0.8288643533123028,0.8229873822487015,0.8288643533123028,0.8149641218595962,0.8226968504432767,0.4927076624959049,128,6,0.0001,64,False,-1,-1,562.33664727211
rgin,0.832807570977918,0.854377987315421,0.832807570977918,0.8102880818740567,0.830975584300275,0.488477422235892,128,6,0.0001,32,False,-1,-1,741.6599893569946
rgin,0.8525236593059937,0.8552671017656239,0.8525236593059937,0.8432009877368947,0.8519236652929023,0.3809052509276273,128,6,0.0001,16,False,-1,-1,1344.6079347133636
rgin,0.8564668769716088,0.8579719364148137,0.8564668769716088,0.8488790833229772,0.8569547619035359,0.3882957872720171,64,4,0.001,64,False,-1,-1,401.1373517513275
rgin,0.8438485804416404,0.8427059821616674,0.8438485804416404,0.8323441936221433,0.8420245614620226,0.45402756004303413,64,4,0.001,32,False,-1,-1,223.66217637062073
rgin,0.8462145110410094,0.8521641292392917,0.8462145110410094,0.8317077170154037,0.8440035607521854,0.44377697726905535,64,4,0.001,16,False,-1,-1,416.567298412323
rgin,0.8249211356466877,0.8158785611488153,0.8249211356466877,0.8025710048583694,0.8221349590113329,0.5110145239423878,64,4,0.0001,64,False,-1,-1,481.411634683609
rgin,0.8430599369085173,0.8408235626639514,0.8430599369085173,0.8340023214869434,0.841908687896339,0.5127665121284569,64,4,0.0001,32,False,-1,-1,805.399516582489
rgin,0.8438485804416404,0.8434048432504468,0.8438485804416404,0.8334237604838297,0.8416539948671874,0.4747639304079844,64,4,0.0001,16,False,-1,-1,1063.1052820682526
rgin,0.8406940063091483,0.8454978585918741,0.8406940063091483,0.8251663442854796,0.8376818654282917,0.4639505327500003,64,5,0.001,64,False,-1,-1,234.02128744125366
rgin,0.8470031545741324,0.8479546810842722,0.8470031545741324,0.8365140187994073,0.8458960857029627,0.4222888914568567,64,5,0.001,32,False,-1,-1,325.23358178138733
rgin,0.8477917981072555,0.8471058935142493,0.8477917981072555,0.8387246450671164,0.846762635188147,0.43887357888537626,64,5,0.001,16,False,-1,-1,352.50525760650635
