model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,time
ginjk,0.8812154696132597,0.8233984313690194,0.8812154696132597,0.8452774094976636,0.8338360024354673,0.2744355311627546,32,3,0.001,1,False,-1,-1,356.39858508110046
ginjk,0.8591160220994475,0.7982712812194794,0.8591160220994475,0.8241162443491998,0.8131175396117413,0.30986929598434193,32,3,0.001,8,False,-1,-1,53.21028232574463
ginjk,0.8867403314917127,0.8289855072463768,0.8867403314917127,0.8510510085335647,0.8401852087846736,0.3459991562432347,32,3,0.001,16,False,-1,-1,32.1107542514801
ginjk,0.850828729281768,0.787726325045254,0.850828729281768,0.8149713589364107,0.8035937300879317,0.452178702170019,32,3,0.001,32,False,-1,-1,21.03985834121704
ginjk,0.8232044198895028,0.7616372043882423,0.8232044198895028,0.7835494589486215,0.7705110233210144,0.43016682540514195,32,3,0.001,64,False,-1,-1,14.927511930465698
ginjk,0.8895027624309392,0.8300294714795212,0.8895027624309392,0.853186302883677,0.8426065162907268,0.2797433536973118,32,3,0.0001,1,False,-1,-1,354.1368176937103
ginjk,0.8397790055248618,0.7858516949532103,0.8397790055248618,0.8063148436308852,0.790895317389519,0.4418806641141354,32,3,0.0001,8,False,-1,-1,55.62649631500244
ginjk,0.8370165745856354,0.8459198063183856,0.8370165745856354,0.8043169072647628,0.8482052589099869,2.509687807019903,32,3,0.0001,16,False,-1,-1,31.920634984970093
ginjk,0.850828729281768,0.7956048738620324,0.850828729281768,0.8179576087897216,0.8035937300879317,0.7332729977138793,32,3,0.0001,32,False,-1,-1,21.332716941833496
ginjk,0.856353591160221,0.7938753714509986,0.856353591160221,0.8208243674554485,0.809942936437138,0.5715126016521981,32,3,0.0001,64,False,-1,-1,15.61060094833374
ginjk,0.8922651933701657,0.8327823649646855,0.8922651933701657,0.8559918965346329,0.84578111946533,0.31698634726566505,64,3,0.001,1,False,-1,-1,382.8863878250122
ginjk,0.8674033149171271,0.923592906203177,0.8674033149171271,0.8500354968262069,0.8776942355889724,0.2622830875176751,64,3,0.001,8,False,-1,-1,62.571810722351074
ginjk,0.8646408839779005,0.8241515973347844,0.8646408839779005,0.831165333744429,0.8126984126984127,0.40519161588249947,64,3,0.001,16,False,-1,-1,39.598060607910156
ginjk,0.8867403314917127,0.8289855072463768,0.8867403314917127,0.8510510085335647,0.8401852087846736,0.3905767172739651,64,3,0.001,32,False,-1,-1,26.818337202072144
ginjk,0.7734806629834254,0.7494268749603099,0.7734806629834254,0.7183996008078157,0.713792956968693,1.6493084147490191,64,3,0.001,64,False,-1,-1,22.695985555648804
ginjk,0.8895027624309392,0.8316223731429112,0.8895027624309392,0.8537476483585178,0.8426065162907268,0.2319806833540537,64,3,0.0001,1,False,-1,-1,375.6596212387085
ginjk,0.8867403314917127,0.8293179262387904,0.8867403314917127,0.8508905031541054,0.8394319131161236,0.24423405408694598,64,3,0.0001,8,False,-1,-1,63.549681663513184
ginjk,0.8839779005524862,0.8287971596823387,0.8839779005524862,0.849561158139375,0.8370106056100705,0.4941601081447707,64,3,0.0001,16,False,-1,-1,40.513702392578125
ginjk,0.861878453038674,0.8037926220211842,0.861878453038674,0.8283146141732602,0.8162921427863444,0.715856039063048,64,3,0.0001,32,False,-1,-1,27.68355107307434
ginjk,0.8259668508287292,0.7733943581283297,0.8259668508287292,0.7941603059548868,0.7787887798592527,0.8878757835093124,64,3,0.0001,64,False,-1,-1,21.777862787246704
ginjk,0.8812154696132597,0.8264948261429638,0.8812154696132597,0.8462596874977559,0.8330827067669172,0.30224392297600516,128,3,0.001,1,False,-1,-1,491.9853332042694
