model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,train_time,test_time
rgin,0.962121212121212,0.9601365442443874,0.962121212121212,0.9569485448836053,0.8585069444444444,0.36697443687554565,128,4,0.001,64,False,-1,-1,127.24531155824661,0.12596344947814941
rgin,0.9431818181818181,0.9403354865079842,0.9431818181818181,0.9363453366714873,0.8201433982683983,0.42217747106997655,128,4,0.001,32,False,-1,-1,75.93625646829605,0.12170135974884033
rgin,0.9381313131313131,0.9372091066538524,0.9381313131313131,0.9314756795015388,0.801989387926888,0.39463625249283557,128,4,0.001,16,False,-1,-1,93.21766924858093,0.12577730417251587
rgin,0.9419191919191918,0.9425425990737418,0.9419191919191918,0.9331617167817787,0.8117146164021164,0.3921772061724856,128,4,0.001,8,False,-1,-1,133.75131732225418,0.1294546127319336
rgin,0.9646464646464646,0.9611788585471637,0.9646464646464646,0.9609439011046799,0.8645006613756614,0.37353219070255456,128,4,0.001,4,False,-1,-1,270.16559916734695,0.1228785514831543
rgin,0.8964646464646466,0.8828061853902924,0.8964646464646466,0.8845078596465278,0.7452426046176046,0.47813244480075257,128,4,0.0001,64,False,-1,-1,145.0369912981987,0.12442433834075928
rgin,0.904040404040404,0.8984154062706559,0.904040404040404,0.8933744145738218,0.7769097222222222,0.43189514206364904,128,4,0.0001,32,False,-1,-1,132.1366212964058,0.12201398611068726
rgin,0.9204545454545454,0.9120590917578233,0.9204545454545454,0.9097839673973855,0.7758725649350648,0.4420845117231812,128,4,0.0001,16,False,-1,-1,173.53001207113266,0.1241791844367981
rgin,0.9507575757575757,0.9450873777903956,0.9507575757575757,0.9434787108060843,0.8480902777777778,0.4127981595393985,128,4,0.0001,8,False,-1,-1,255.4716048836708,0.12183219194412231
rgin,0.9532828282828283,0.9568700019948948,0.9532828282828283,0.9483421513863213,0.8552000661375662,0.38550493553882903,128,4,0.0001,4,False,-1,-1,384.1934691667557,0.12835466861724854
rgin,0.9393939393939394,0.9351546211860522,0.9393939393939394,0.9301935152097923,0.8136987433862435,0.3634397763232089,128,5,0.001,64,False,-1,-1,103.78881704807281,0.14483648538589478
rgin,0.9532828282828283,0.9525306219925531,0.9532828282828283,0.9481711657644658,0.8328786375661377,0.37540908030826936,128,5,0.001,32,False,-1,-1,88.55238455533981,0.14352059364318848
rgin,0.9633838383838383,0.95821902069519,0.9633838383838383,0.9582720884917901,0.8502810846560848,0.30710772257486374,128,5,0.001,16,False,-1,-1,94.65305298566818,0.14186549186706543
rgin,0.9621212121212122,0.9526403193219152,0.9621212121212122,0.9558595266877317,0.8316798941798943,0.37224807150454986,128,5,0.001,8,False,-1,-1,161.33552193641663,0.1437530517578125
rgin,0.9633838383838383,0.9572208180765487,0.9633838383838383,0.9578807985788332,0.8401951058201058,0.356390729264328,128,5,0.001,4,False,-1,-1,248.23848366737366,0.14461290836334229
rgin,0.9318181818181819,0.9236226996566583,0.9318181818181819,0.922573687757351,0.7962850228475229,0.4364134008911523,128,5,0.0001,64,False,-1,-1,180.9230872988701,0.1469438076019287
rgin,0.9431818181818181,0.9445805049349314,0.9431818181818181,0.9386013122208027,0.8490410052910053,0.3985880312857905,128,5,0.0001,32,False,-1,-1,205.55185371637344,0.152265727519989
rgin,0.946969696969697,0.9528367304365768,0.946969696969697,0.9445441354945934,0.8558201058201058,0.40053861962650156,128,5,0.0001,16,False,-1,-1,194.07138925790787,0.145277202129364
rgin,0.9583333333333334,0.9577632659503678,0.9583333333333334,0.9542900248567382,0.8639219576719577,0.40940422643295893,128,5,0.0001,8,False,-1,-1,255.0925890803337,0.15159142017364502
rgin,0.9532828282828283,0.9577028722875315,0.9532828282828283,0.9500450861971068,0.8506531084656084,0.3369437366573498,128,5,0.0001,4,False,-1,-1,349.7991074323654,0.14727038145065308
rgin,0.9419191919191919,0.9379503373468536,0.9419191919191919,0.9354962579629109,0.8032820767195767,0.380119742280004,128,6,0.001,64,False,-1,-1,97.83674335479736,0.1614360213279724
rgin,0.9570707070707072,0.9577758419987893,0.9570707070707072,0.9537151010245684,0.8759920634920635,0.3450998301274435,128,6,0.001,32,False,-1,-1,92.62012839317322,0.16248071193695068
rgin,0.9558080808080808,0.945520703978379,0.9558080808080808,0.947808772876641,0.8030340608465608,0.31280236382677096,128,6,0.001,16,False,-1,-1,121.74428653717041,0.1692819595336914
rgin,0.952020202020202,0.952944234340409,0.952020202020202,0.9481649589737312,0.8489583333333333,0.34983430730621096,128,6,0.001,8,False,-1,-1,174.38655811548233,0.1657733917236328
rgin,0.9659090909090908,0.9599629342180446,0.9659090909090908,0.9603587719726892,0.8532159391534392,0.29916021735830745,128,6,0.001,4,False,-1,-1,324.08294117450714,0.16914987564086914
rgin,0.946969696969697,0.9397454878685927,0.946969696969697,0.9398654440003602,0.8046461640211642,0.47076025106614894,128,6,0.0001,64,False,-1,-1,207.23632353544235,0.17023944854736328
rgin,0.9381313131313131,0.9267389384778854,0.9381313131313131,0.930068596873026,0.8047588985088986,0.40044220568932065,128,6,0.0001,32,False,-1,-1,202.93255007266998,0.1644304394721985
rgin,0.9419191919191919,0.9417560146651727,0.9419191919191919,0.9374640189895556,0.8406498015873016,0.3615533765781709,128,6,0.0001,16,False,-1,-1,239.83960628509521,0.1656177043914795
rgin,0.9507575757575757,0.9485446884154372,0.9507575757575757,0.9447079185021126,0.8617311507936509,0.35574597852172873,128,6,0.0001,8,False,-1,-1,247.12141120433807,0.17308640480041504
rgin,0.9494949494949495,0.944309159378905,0.9494949494949495,0.9423486843144911,0.8139880952380953,0.3867212644392493,128,6,0.0001,4,False,-1,-1,340.45350992679596,0.1674904227256775
rgin,0.9621212121212122,0.9584041929924707,0.9621212121212122,0.9581082927804841,0.8465608465608466,0.3153395550419586,128,7,0.001,64,False,-1,-1,96.41133612394333,0.19074273109436035
rgin,0.9621212121212122,0.9563728599722257,0.9621212121212122,0.9571223734363217,0.8492063492063492,0.31548349456767544,128,7,0.001,32,False,-1,-1,125.8095498085022,0.19738751649856567
rgin,0.9532828282828283,0.9438711924653509,0.9532828282828283,0.9462607100917957,0.814236111111111,0.30432657983078804,128,7,0.001,16,False,-1,-1,150.76793563365936,0.18462735414505005
rgin,0.9621212121212122,0.9518821425120868,0.9621212121212122,0.955208168119512,0.8271329365079366,0.3582910722068092,128,7,0.001,8,False,-1,-1,196.90101355314255,0.18434441089630127
rgin,0.9659090909090908,0.9560792862196847,0.9659090909090908,0.9593887393016349,0.820436507936508,0.27413442053578113,128,7,0.001,4,False,-1,-1,349.60910362005234,0.1839132308959961
rgin,0.9368686868686869,0.9272253470093057,0.9368686868686869,0.9286180508457185,0.7992311507936508,0.3934940230289493,128,7,0.0001,64,False,-1,-1,206.53306537866592,0.19023525714874268
rgin,0.9507575757575757,0.9537620099347275,0.9507575757575757,0.948272215529631,0.8669394841269842,0.40653990206280444,128,7,0.0001,32,False,-1,-1,254.262208878994,0.1956823468208313
rgin,0.9570707070707071,0.955889944246827,0.9570707070707071,0.952051011194784,0.8559441137566137,0.36060313033786684,128,7,0.0001,16,False,-1,-1,262.6704896092415,0.18506360054016113
rgin,0.9532828282828283,0.9533431167049498,0.9532828282828283,0.9469033484098105,0.8411044973544973,0.3620596160792341,128,7,0.0001,8,False,-1,-1,305.05152440071106,0.19086986780166626
rgin,0.9583333333333333,0.9507850158933118,0.9583333333333333,0.9533905679683004,0.845692791005291,0.34605337670919567,128,7,0.0001,4,False,-1,-1,578.2551225423813,0.18385154008865356
rgin,0.9393939393939393,0.9379806702279857,0.9393939393939393,0.9298376388634919,0.8211392195767196,0.41822531518310013,64,4,0.001,64,False,-1,-1,71.00921642780304,0.08829188346862793
rgin,0.9608585858585859,0.954658181595827,0.9608585858585859,0.9544320285797694,0.8447007275132276,0.37552904555893907,64,4,0.001,32,False,-1,-1,80.5445436835289,0.09094619750976562
rgin,0.9570707070707071,0.958234573780964,0.9570707070707071,0.9488872148228356,0.8622271825396826,0.3671704280669942,64,4,0.001,16,False,-1,-1,99.04142063856125,0.089042067527771
rgin,0.9482323232323233,0.9489360408963587,0.9482323232323233,0.9423764879175478,0.8268849206349207,0.3831084733734829,64,4,0.001,8,False,-1,-1,96.4510350227356,0.0843772292137146
rgin,0.9457070707070706,0.9358258301173896,0.9457070707070706,0.9379916970875296,0.7932261604136605,0.401690933702871,64,4,0.001,4,False,-1,-1,149.91895818710327,0.08756887912750244
rgin,0.8825757575757576,0.8537380478343107,0.8825757575757576,0.8630888561214799,0.697664892977393,0.491662005733962,64,4,0.0001,64,False,-1,-1,105.69399863481522,0.09011757373809814
rgin,0.904040404040404,0.8917889893441169,0.904040404040404,0.888789044427403,0.7578951719576719,0.4871810488026551,64,4,0.0001,32,False,-1,-1,109.93251866102219,0.08771467208862305
rgin,0.9141414141414141,0.8985516898347186,0.9141414141414141,0.9013891648427135,0.7735577501202502,0.44259237355054026,64,4,0.0001,16,False,-1,-1,143.45897591114044,0.08564329147338867
rgin,0.9330808080808081,0.9286894892106939,0.9330808080808081,0.9243043274242541,0.8115868506493507,0.43193035286785375,64,4,0.0001,8,False,-1,-1,198.54142332077026,0.0886654257774353
rgin,0.9419191919191918,0.9408199811693458,0.9419191919191918,0.9326677538858117,0.8313905423280423,0.4231182802280392,64,4,0.0001,4,False,-1,-1,328.4241641163826,0.08580559492111206
rgin,0.9709595959595959,0.9694509667844569,0.9709595959595959,0.9680294764458004,0.8792576058201058,0.3607652072284389,64,5,0.001,64,False,-1,-1,92.51265156269073,0.09779369831085205
rgin,0.9431818181818181,0.9403673085055086,0.9431818181818181,0.9361217528225277,0.8091517857142857,0.42291875484615865,64,5,0.001,32,False,-1,-1,57.33039039373398,0.10265767574310303
rgin,0.952020202020202,0.9461011688899896,0.952020202020202,0.9444352114917598,0.8186590608465609,0.4061267618654352,64,5,0.001,16,False,-1,-1,67.67500686645508,0.10111671686172485
rgin,0.9621212121212122,0.9545278726942092,0.9621212121212122,0.9565935192269726,0.839864417989418,0.38648636839493655,64,5,0.001,8,False,-1,-1,123.40562844276428,0.10557395219802856
rgin,0.9595959595959596,0.949602601994791,0.9595959595959596,0.9528061844368306,0.8089451058201058,0.3815664716365963,64,5,0.001,4,False,-1,-1,193.572221159935,0.10226988792419434
rgin,0.8888888888888888,0.8754823866835116,0.8888888888888888,0.8748069801130085,0.7048460798460798,0.5208867753695959,64,5,0.0001,64,False,-1,-1,119.82170623540878,0.0987282395362854
