model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,train_time,test_time
fginjk,0.8564329099944782,0.8591796642353692,0.8564329099944782,0.8484007859730028,0.8580545816340389,0.31674347455036833,128,4,0.001,32,False,-1,-1,1175.5793826580048,0.8371174335479736
