model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,train_time,test_time
ginjk,0.8520154610712314,0.8544069209249807,0.8520154610712314,0.8432934700008581,0.8532522728985493,0.44173472472181113,64,6,0.001,16,False,-1,-1,1209.5327446460724,0.6973221302032471
