model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,train_time,test_time
rgin,0.9814385150812065,0.9815317887030569,0.9814385150812065,0.9814376344523262,0.9814411068044788,0.1264531521322184,128,4,0.001,64,False,-1,-1,440.86031436920166,0.48335689306259155
rgin,0.9779582366589327,0.9780853741558125,0.9779582366589327,0.9779562378020366,0.9779500430663222,0.11348009971294577,128,4,0.001,32,False,-1,-1,392.71380627155304,0.4769223928451538
rgin,0.9773781902552203,0.9775202010560535,0.9773781902552203,0.9773765037978088,0.9773632644272179,0.11409856215078305,128,4,0.001,16,False,-1,-1,248.36188197135925,0.48381149768829346
rgin,0.9814385150812064,0.981537040436945,0.9814385150812064,0.9814375594994295,0.9814357235142119,0.1041155717745661,128,4,0.001,8,False,-1,-1,376.707490503788,0.4719776511192322
rgin,0.9779582366589328,0.9780868615416225,0.9779582366589328,0.9779569187914121,0.9779742678725236,0.13004373776750194,128,5,0.001,64,False,-1,-1,391.49231469631195,0.576808512210846
rgin,0.9762180974477959,0.9763281510348412,0.9762180974477959,0.9762166858693275,0.9762166236003446,0.11643243711517384,128,5,0.001,32,False,-1,-1,339.6652333140373,0.5723476409912109
rgin,0.9762180974477959,0.976297142296487,0.9762180974477959,0.9762168233510689,0.976203165374677,0.11297909188499727,128,5,0.001,16,False,-1,-1,290.79484385252,0.5788286924362183
rgin,0.9796983758700697,0.9797928836461767,0.9796983758700697,0.9796969705101859,0.9796888458225668,0.09151332921309617,128,5,0.001,8,False,-1,-1,324.55977553129196,0.5611916184425354
rgin,0.9808584686774942,0.9809922371421009,0.9808584686774942,0.9808561012290979,0.9808543281653747,0.10626285568540354,128,6,0.001,64,False,-1,-1,700.1213982701302,0.7078813314437866
rgin,0.9791183294663572,0.9792273789035131,0.9791183294663572,0.9791172363798417,0.9791074504737296,0.12242994312490844,128,6,0.001,32,False,-1,-1,384.6542966365814,0.6986078023910522
rgin,0.9796983758700697,0.9797973182351412,0.9796983758700697,0.979696733133826,0.9796915374677003,0.0877860652465425,128,6,0.001,16,False,-1,-1,410.33846032619476,0.6793792843818665
rgin,0.9738979118329467,0.9739159991396478,0.9738979118329467,0.9738977307186225,0.9738964254952627,0.10948584598392949,128,6,0.001,8,False,-1,-1,376.45889788866043,0.7031201124191284
rgin,0.9767981438515081,0.9771092675402184,0.9767981438515081,0.976791995908292,0.9767711024978467,0.102373176932296,128,7,0.001,64,False,-1,-1,454.37581568956375,0.7915105819702148
rgin,0.9750580046403712,0.9751828912395867,0.9750580046403712,0.9750562433583994,0.9750592161929371,0.10139868062814987,128,7,0.001,32,False,-1,-1,406.6322547197342,0.779817521572113
rgin,0.9808584686774943,0.9809539417869862,0.9808584686774943,0.9808575506073702,0.9808650947459087,0.09704455523724666,128,7,0.001,16,False,-1,-1,370.39086496829987,0.7998455166816711
rgin,0.9779582366589327,0.9780442503180975,0.9779582366589327,0.9779566876281847,0.9779446597760552,0.1058707137330405,128,7,0.001,8,False,-1,-1,447.7450933456421,0.8289863467216492
rgin,0.968677494199536,0.9687530517542526,0.968677494199536,0.9686763325483909,0.9686827088716623,0.14947586810419428,64,4,0.001,64,False,-1,-1,153.03160417079926,0.22391963005065918
rgin,0.9750580046403713,0.9751271048454273,0.9750580046403713,0.9750569865247063,0.9750484496124032,0.12352562861532197,64,4,0.001,32,False,-1,-1,182.20707374811172,0.22438502311706543
rgin,0.9756380510440835,0.9758493159404515,0.9756380510440835,0.9756354392354674,0.9756244616709733,0.13340802489846876,64,4,0.001,16,False,-1,-1,119.66375666856766,0.22499233484268188
rgin,0.9756380510440834,0.9756634456543654,0.9756380510440834,0.975637663837189,0.9756352282515073,0.12451263452262085,64,4,0.001,8,False,-1,-1,186.2000880241394,0.2252260446548462
