model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,train_time,test_time
rgin,0.837539432176656,0.8331398524650716,0.837539432176656,0.8235619021841175,0.835452969649711,0.4119082164924227,64,4,0.001,32,False,-1,-1,308.3335654139519,0.4895203709602356
rgin,0.8450315457413249,0.8468861612492775,0.8450315457413249,0.833787048032242,0.8442084082219798,0.39356119015286395,64,4,0.001,16,False,-1,-1,534.4824770092964,0.4973220229148865
rgin,0.8355678233438486,0.8402452718427904,0.8355678233438486,0.8191123888479911,0.8343246462284346,0.42684862819097774,64,5,0.001,64,False,-1,-1,262.8618205189705,0.5980948805809021
rgin,0.8460173501577287,0.8456384928142271,0.8460173501577287,0.8368746429152495,0.845680079741196,0.3903674256256326,64,5,0.001,32,False,-1,-1,534.3651620745659,0.5967820286750793
rgin,0.8454258675078865,0.846183731810794,0.8454258675078865,0.8343516899262546,0.8452149333974639,0.3734496183434871,64,5,0.001,16,False,-1,-1,545.846081495285,0.5910364389419556
rgin,0.8353706624605677,0.8345051497421786,0.8353706624605677,0.8224804187763131,0.8337384960344995,0.41252446738703397,64,6,0.001,64,False,-1,-1,305.1372717022896,0.6674219369888306
rgin,0.8462145110410095,0.8494416018346704,0.8462145110410095,0.8355485745795455,0.8459426466717881,0.39538999324905383,64,6,0.001,32,False,-1,-1,494.19300282001495,0.6770835518836975
rgin,0.8495662460567823,0.8522890735745883,0.8495662460567823,0.8400589139907922,0.8495767375490917,0.36804111426467023,64,6,0.001,16,False,-1,-1,702.5493850111961,0.6564594507217407
rgin,0.8414826498422713,0.840369973189508,0.8414826498422713,0.8309136942925333,0.8407176825320489,0.41298444604365986,64,7,0.001,64,False,-1,-1,354.86439740657806,0.7525915503501892
rgin,0.8446372239747635,0.8458673991842476,0.8446372239747635,0.8331484789265986,0.8444765996493557,0.39309856887871536,64,7,0.001,32,False,-1,-1,460.6251291036606,0.7386054992675781
rgin,0.8475946372239748,0.8487144376084551,0.8475946372239748,0.8374992074913411,0.8477178449743115,0.38301613663649337,64,7,0.001,16,False,-1,-1,681.6029930114746,0.7932853102684021
rgin,0.8462145110410094,0.8532845296942844,0.8462145110410094,0.8328884759578714,0.8457189060636952,0.40162265504055217,256,4,0.001,64,False,-1,-1,775.2527595758438,1.1505671739578247
rgin,0.8468059936908519,0.8473399373641821,0.8468059936908519,0.8365563146212796,0.8465504098681054,0.3878141176249327,256,4,0.001,32,False,-1,-1,777.6573652029037,1.1467670798301697
rgin,0.8507492113564669,0.8516771486810094,0.8507492113564669,0.8423747580084084,0.8509184867391143,0.3654644071985307,256,4,0.001,16,False,-1,-1,918.518020093441,1.3950061202049255
rgin,0.8468059936908516,0.8460728661079583,0.8468059936908516,0.8374389757130147,0.8466228095019419,0.3944283738638324,256,5,0.001,64,False,-1,-1,831.7915775179863,1.3735015988349915
rgin,0.8479889589905363,0.8550625388882293,0.8479889589905363,0.8357829264759653,0.8482056114626274,0.37296982788795174,256,5,0.001,32,False,-1,-1,809.4476426839828,1.3778600096702576
rgin,0.8487776025236593,0.8566021703724733,0.8487776025236593,0.8368112126768414,0.8488795613386043,0.3802324217929261,256,5,0.001,16,False,-1,-1,1146.1136881113052,1.3633459210395813
rgin,0.8460173501577287,0.8477853948143315,0.8460173501577287,0.8337469490764935,0.8455390584882059,0.3846809133088175,256,6,0.001,64,False,-1,-1,1031.312696993351,1.7277350425720215
rgin,0.8477917981072555,0.8488509835539595,0.8477917981072555,0.8377513682002589,0.8480720381471744,0.3906951891346496,256,6,0.001,32,False,-1,-1,1048.5320907831192,1.6159700155258179
rgin,0.8470031545741324,0.8550287622904007,0.8470031545741324,0.834312265423528,0.8466414903971443,0.3749263518804255,256,6,0.001,16,False,-1,-1,1234.8756181001663,1.6684248447418213
rgin,0.846608832807571,0.8474210915576125,0.846608832807571,0.8362782731202949,0.8461705862342506,0.3768497716036129,256,7,0.001,64,False,-1,-1,1073.611871123314,1.9025449752807617
rgin,0.8491719242902209,0.849278105072069,0.8491719242902209,0.8403693804523965,0.8496121996597967,0.37029919970768865,256,7,0.001,32,False,-1,-1,1102.8569836616516,2.0337154865264893
