model,acc,prec,rec,f1,bal_acc,loss,hidden,layers,lr,batch_size,flag,step_size,m,time
fginjk,0.8646408839779005,0.9025779258027243,0.8646408839779005,0.8533831861290389,0.8712629030202625,0.3545070703846315,64,3,0.0001,8,True,0.001,5,440.6343264579773
fginjk,0.8756906077348067,0.8224419440327001,0.8756906077348067,0.8412200097821475,0.8274867960862607,0.3227899989205829,64,3,0.0001,8,True,0.008,7,465.7385342121124
fginjk,0.8729281767955801,0.8195023438807968,0.8729281767955801,0.8382189486874886,0.8243121929116576,0.40499488523651883,64,3,0.0001,8,True,0.005,7,455.79154086112976
fginjk,0.8674033149171271,0.8137585015514885,0.8674033149171271,0.832165550825648,0.8179629865624513,0.3761440678525366,64,3,0.0001,8,True,0.001,7,457.4371380805969
fginjk,0.8674033149171271,0.812748130797498,0.8674033149171271,0.8330772708937737,0.8192996615833368,0.36720581938051466,64,3,0.0001,8,False,-1,-1,89.59395670890808
fginjk,0.8729281767955801,0.8183190331916049,0.8729281767955801,0.8386705751075435,0.8248955722639932,0.3298428651377641,64,4,0.0001,8,True,0.008,3,260.47830605506897
fginjk,0.8784530386740331,0.9180320077016612,0.8784530386740331,0.8718955010432099,0.88513090636195,0.4174108599436094,64,4,0.0001,8,True,0.005,3,258.95036005973816
fginjk,0.8729281767955801,0.8195023438807968,0.8729281767955801,0.8382189486874886,0.8243121929116576,0.4259259279261636,64,4,0.0001,8,True,0.001,3,260.1330289840698
fginjk,0.8729281767955801,0.8195023438807968,0.8729281767955801,0.8382189486874886,0.8243121929116576,0.4919692316601948,64,4,0.0001,8,True,0.008,5,410.99752497673035
fginjk,0.8729281767955801,0.8195023438807968,0.8729281767955801,0.8382189486874886,0.8243121929116576,0.3829318981473617,64,4,0.0001,8,True,0.005,5,411.5811550617218
fginjk,0.8784530386740331,0.9072084101577115,0.8784530386740331,0.8735184640844859,0.8837942313410645,0.493354716682961,64,4,0.0001,8,True,0.001,5,421.56928181648254
fginjk,0.8729281767955801,0.8195441988950276,0.8729281767955801,0.83824109754399,0.8243121929116576,0.4401447366876785,64,4,0.0001,8,True,0.008,7,567.7288417816162
fginjk,0.8812154696132597,0.906699099257028,0.8812154696132597,0.8737599772395109,0.8883055095365532,0.34734546699823593,64,4,0.0001,8,True,0.005,7,558.9925770759583
fginjk,0.8646408839779005,0.8209034858169335,0.8646408839779005,0.8332217141000047,0.8140350877192982,0.3446752425741137,64,4,0.0001,8,True,0.001,7,560.4305148124695
fginjk,0.8674033149171271,0.8126428953331466,0.8674033149171271,0.8330736706951783,0.8192996615833368,0.48986329532290157,64,4,0.0001,8,False,-1,-1,103.81347990036011
fginjk,0.8812154696132597,0.9064926163705107,0.8812154696132597,0.876212612863972,0.8869688345156677,0.4483128922440894,64,5,0.0001,8,True,0.008,3,305.53578209877014
fginjk,0.8812154696132597,0.8248756658024377,0.8812154696132597,0.8458939398935165,0.8338360024354673,0.39127516292919307,64,5,0.0001,8,True,0.005,3,302.4333384037018
fginjk,0.8839779005524862,0.8287971596823387,0.8839779005524862,0.849561158139375,0.8370106056100705,0.49236590645754535,64,5,0.0001,8,True,0.001,3,304.74629068374634
fginjk,0.8756906077348067,0.8242547893365675,0.8756906077348067,0.8418446469439963,0.8274867960862607,0.42180301483658794,64,5,0.0001,8,True,0.008,5,484.6495985984802
fginjk,0.8674033149171271,0.8126428953331466,0.8674033149171271,0.8330736706951783,0.8192996615833368,0.4245808345178214,64,5,0.0001,8,True,0.005,5,484.8561294078827
fginjk,0.8701657458563536,0.8238975163008312,0.8701657458563536,0.8373236008821034,0.8203842940685045,0.3517133993667792,64,5,0.0001,8,True,0.001,5,484.3736023902893
fginjk,0.8674033149171271,0.8189332348234436,0.8674033149171271,0.8339989552840159,0.8179629865624513,0.3825333127494675,64,5,0.0001,8,True,0.008,7,666.5635850429535
fginjk,0.8784530386740331,0.8236283005032271,0.8784530386740331,0.8435696355658182,0.8306613992608641,0.5032096007087613,64,5,0.0001,8,True,0.005,7,665.6503415107727
fginjk,0.8812154696132597,0.8282363113686385,0.8812154696132597,0.8468733568205645,0.8330827067669172,0.42707388967440274,64,5,0.0001,8,True,0.001,7,671.3926455974579
fginjk,0.8812154696132597,0.8265972254495386,0.8812154696132597,0.846497784236013,0.8338360024354673,0.3637180793927519,64,5,0.0001,8,False,-1,-1,123.45551681518555
fginjk,0.8922651933701657,0.9292905821293861,0.8922651933701657,0.8873553034717956,0.8996672472140804,0.43575852708337903,128,5,0.0001,8,True,0.008,3,350.6927502155304
fginjk,0.8895027624309392,0.9241892071119759,0.8895027624309392,0.881302465583633,0.8978293190603628,0.3114334425209759,128,5,0.0001,8,True,0.005,3,359.9968636035919
fginjk,0.8646408839779005,0.8123686280356397,0.8646408839779005,0.8313290058334007,0.8160401002506266,0.2854103074712648,128,5,0.0001,8,True,0.001,3,355.9683678150177
fginjk,0.8922651933701657,0.9305814553907651,0.8922651933701657,0.8861764467896729,0.8989139515455304,0.3849951824529009,128,5,0.0001,8,True,0.008,5,559.1000707149506
fginjk,0.8756906077348067,0.8227442100267748,0.8756906077348067,0.8421679157345465,0.8274867960862607,0.5577873390679922,128,5,0.0001,8,True,0.005,5,555.8831763267517
fginjk,0.8867403314917127,0.9231589681272461,0.8867403314917127,0.8791734433503858,0.8946547158857596,0.37168294820903663,128,5,0.0001,8,True,0.001,5,556.7903847694397
fginjk,0.8812154696132597,0.8248756658024377,0.8812154696132597,0.8458939398935165,0.8338360024354673,0.49575261606060445,128,5,0.0001,8,True,0.008,7,764.2891457080841
fginjk,0.8812154696132597,0.911822635941338,0.8812154696132597,0.8729893770235341,0.8883055095365532,0.4954685854162115,128,5,0.0001,8,True,0.005,7,780.6309931278229
